0	0	0	1.732050808	0	1.732050808						L_1		0
0	0	0	-1.732050808	0	1.732050808								0
0.00020004	-0.000346479	0.00020004	1.732050773	-0.000346479	1.732050773						L_2		-0.000346479
0.00020004	-0.000346479	0.00020004	-1.732050773	-0.000346479	1.732050773								-0.000346479
0.00040008	-0.000692959	0.00040008	1.732050669	-0.000692959	1.732050669								-0.000692959
0.00040008	-0.000692959	0.00040008	-1.732050669	-0.000692959	1.732050669								-0.000692959
0.00060012	-0.001039438	0.00060012	1.732050496	-0.001039438	1.732050496								-0.001039438
0.00060012	-0.001039438	0.00060012	-1.732050496	-0.001039438	1.732050496								-0.001039438
0.00080016	-0.001385918	0.00080016	1.732050253	-0.001385918	1.732050253								-0.001385918
0.00080016	-0.001385918	0.00080016	-1.732050253	-0.001385918	1.732050253								-0.001385918
0.0010002	-0.001732397	0.0010002	1.732049941	-0.001732397	1.732049941								-0.001732397
0.0010002	-0.001732397	0.0010002	-1.732049941	-0.001732397	1.732049941								-0.001732397
0.00120024	-0.002078877	0.00120024	1.73204956	-0.002078877	1.73204956								-0.002078877
0.00120024	-0.002078877	0.00120024	-1.73204956	-0.002078877	1.73204956								-0.002078877
0.00140028	-0.002425356	0.00140028	1.732049109	-0.002425356	1.732049109								-0.002425356
0.00140028	-0.002425356	0.00140028	-1.732049109	-0.002425356	1.732049109								-0.002425356
0.00160032	-0.002771836	0.00160032	1.73204859	-0.002771836	1.73204859								-0.002771836
0.00160032	-0.002771836	0.00160032	-1.73204859	-0.002771836	1.73204859								-0.002771836
0.00180036	-0.003118315	0.00180036	1.732048001	-0.003118315	1.732048001								-0.003118315
0.00180036	-0.003118315	0.00180036	-1.732048001	-0.003118315	1.732048001								-0.003118315
0.0020004	-0.003464795	0.0020004	1.732047342	-0.003464795	1.732047342								-0.003464795
0.0020004	-0.003464795	0.0020004	-1.732047342	-0.003464795	1.732047342								-0.003464795
0.00220044	-0.003811274	0.00220044	1.732046614	-0.003811274	1.732046614								-0.003811274
0.00220044	-0.003811274	0.00220044	-1.732046614	-0.003811274	1.732046614								-0.003811274
0.00240048	-0.004157753	0.00240048	1.732045817	-0.004157753	1.732045817								-0.004157753
0.00240048	-0.004157753	0.00240048	-1.732045817	-0.004157753	1.732045817								-0.004157753
0.00260052	-0.004504233	0.00260052	1.732044951	-0.004504233	1.732044951								-0.004504233
0.00260052	-0.004504233	0.00260052	-1.732044951	-0.004504233	1.732044951								-0.004504233
0.00280056	-0.004850712	0.00280056	1.732044015	-0.004850712	1.732044015								-0.004850712
0.00280056	-0.004850712	0.00280056	-1.732044015	-0.004850712	1.732044015								-0.004850712
0.0030006	-0.005197192	0.0030006	1.73204301	-0.005197192	1.73204301								-0.005197192
0.0030006	-0.005197192	0.0030006	-1.73204301	-0.005197192	1.73204301								-0.005197192
0.00320064	-0.005543671	0.00320064	1.732041936	-0.005543671	1.732041936								-0.005543671
0.00320064	-0.005543671	0.00320064	-1.732041936	-0.005543671	1.732041936								-0.005543671
0.00340068	-0.005890151	0.00340068	1.732040792	-0.005890151	1.732040792								-0.005890151
0.00340068	-0.005890151	0.00340068	-1.732040792	-0.005890151	1.732040792								-0.005890151
0.00360072	-0.00623663	0.00360072	1.732039579	-0.00623663	1.732039579								-0.00623663
0.00360072	-0.00623663	0.00360072	-1.732039579	-0.00623663	1.732039579								-0.00623663
0.00380076	-0.00658311	0.00380076	1.732038297	-0.00658311	1.732038297								-0.00658311
0.00380076	-0.00658311	0.00380076	-1.732038297	-0.00658311	1.732038297								-0.00658311
0.0040008	-0.006929589	0.0040008	1.732036946	-0.006929589	1.732036946								-0.006929589
0.0040008	-0.006929589	0.0040008	-1.732036946	-0.006929589	1.732036946								-0.006929589
